Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-05-06,Sabse Sasta Dukaan,2016,Kolkata,"Anish Agarwal, Anant Jain",Angel investors,3000000.0,Series A,2020,Healthcare
2020-05-06,Atomberg Technologies,2012,Mumbai,"Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",9000000.0,Series B,2020,Consumer Services
2020-05-06,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,Series A,2020,Technology
2020-05-06,AlgoBulls,2019,Mumbai,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,200000.0,Series A,2020,E-Commerce
2020-05-06,BuildPan,2019,Indore,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",3000000.0,Seed Round,2020,Technology
2020-05-06,Leap Club,2020,Gurugram,"Ragini Das, Anand Sinha",Titan Capital,3000000.0,Series A,2020,E-Commerce
2020-05-06,Grinntech,2013,Dehradun,"Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy
2020-05-07,Postman,2014,Bangalore,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C,2020,Technology
2020-05-07,Techbooze,2016,Bangalore,Mr. Subhashis Kar,Space Capital,15000000.0,Series A,2020,Other
2020-05-07,ShareChat,2015,Bangalore,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,Series A,2020,Media/Entertainment
2020-05-08,KIKO TV,2020,Mumbai,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",3000000.0,Seed,2020,Media/Entertainment
2020-05-08,Tinker Coders,2020,Noida,Anoop Gautam,STEMROBO Technologies,3000000.0,Seed,2020,Education
2020-05-08,Etrio,2017,Hyderabad,Deepak MV,HNIs,3000000.0,Series A,2020,Energy
2020-05-09,SAWO Labs,2020,Mumbai,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",600000.0,Seed,2020,Technology
2020-05-09,PhonePe,2015,Delhi,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,700000000.0,Series A,2020,FinTech
2020-05-09,ShopX,2015,Bangalore,"Amit Sharma, Apoorva Jois",Li and Fung,1410000.0,Series A,2020,E-Commerce
2020-05-09,Eruditus,2010,Mumbai,"Chaitanya Kalipatnapu, Ashwin Damera","Bertelsmann India Investments, Sequoia Capital India",-2147483648.0,Series A,2020,Education
2020-05-10,Remedo,2016,Noida,Harsh Bansal,RiverRock Ventures,3000000.0,Pre-series A,2020,Healthcare
2020-05-10,Observe ai,2017,San Francisco,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",54000000.0,Series B,2020,Technology
2020-05-10,RuralBasket,2019,Tamilnadu,Palani Rajan,Nativelead Foundation,500000.0,Series A,2020,E-Commerce
2020-05-11,Classplus,2008,Delhi,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,8200000.0,Series B,2020,Education
2020-05-11,AjnaLens,2014,Thane,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre-series A,2020,Technology
2020-05-11,Plum,2019,Bangalore,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",4100000.0,Series A,2020,Healthcare
2020-05-12,Aker Foods,2019,Pune,Suraj Saste,Mumbai Angels Network,3000000.0,Series A,2020,Consumables
2020-05-12,Byju's,2011,Bangalore,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",200000000.0,Series A,2020,Education
2020-05-12,Avail Finance,2017,Bangalore,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners",11635000.0,Series B,2020,FinTech
2020-05-13,DrinkPrime,2016,Bangalore,"Viijender Reddy, Manas Ranjan Hota",Sequoia Surge,2879000.0,Pre-series A,2020,Other
2020-05-13,Eggoz,2017,Bihar,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Seed Round,2020,Technology
2020-05-13,LightSpeedAI,2019,Bangalore,"Rohin Y, PV Ramana","YourNest, growX ventures",3000000.0,Series A,2020,Technology
2020-05-14,Aibono,2014,Bangalore,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020,Technology
2020-05-14,Carbon Clean,2009,Bangalore,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Series A,2020,Other
2020-05-14,BASIC Home Loan,2020,Gurugram,Atul Monga,Picus Capital,5000000.0,Seed,2020,FinTech
2020-05-14,GrayQuest,2017,Mumbai,Rishab Mehta,Foundation Holdings,1000000.0,Pre-series A,2020,Education
2020-05-15,Max wholesale,2016,Delhi,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,Series A,2020,E-Commerce
2020-05-15,Power Gummies,2018,Delhi,Divij Bajaj,Venture Catalysts,3000000.0,Bridge,2020,Healthcare
2020-05-15,Brighteye Ventures,2017,Paris,David guerin,Tandem,5400000.0,Series A,2020,Education
2020-05-15,IncNut Digital,2011,Hyderabad,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,4000000.0,Series A,2020,E-Commerce
2020-05-15,Rivigo,2014,Gurugram,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",19000000.0,Series A,2020,Logistics
2020-05-16,NoBroker,2014,Bangalore,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,Series A,2020,Real Estate
2020-05-16,Chingari,2018,Bangalore,"Biswatma Nayak, Siddharth Gautam","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Seed Round,2020,Media/Entertainment
2020-05-16,Brainwired,2018,Kerala,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",3000000.0,Series A,2020,Technology
2020-05-16,GenieTalk,2016,Indore,"Santosh Kataria, Ankit Kimtee, Vivek Jain",Venture Catalysts,750000.0,Series A,2020,Technology
2020-05-17,Byju,2011,Bangalore,Byju Raveendran,General Atlantic,200000000.0,Series A,2020,Education
2020-05-17,Fullife,2011,Mumbai,Varun Khanna,Amansa Capital,6609000.0,Series A,2020,Healthcare
2020-05-17,NIRA,2017,Bangalore,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",1000000.0,Series A,2020,FinTech
2020-05-18,Settl,2015,Gurugram,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund",3000000.0,Series A,2020,Logistics
2020-05-18,Frontier Markets,2011,Jaipur,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Pre-series A,2020,E-Commerce
2020-05-18,Svami,2016,Mumbai,Sahil Jatana,"Niren Shah, Rukam Capital Trust",800000.0,Series A,2020,Consumables
2020-05-20,Genius Teacher,2016,Mumbai,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP.",2000000.0,Series A,2020,Education
2020-05-21,Chqbook,2017,Gurugram,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020,FinTech
2020-05-22,Gonuts,2020,Mumbai,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020,Media/Entertainment
2020-05-22,Wysh,2019,Hyderabad,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,2020,Other
2020-05-23,Unnati,2017,Noida,"Amit Sinha, Ashok Prasad",NABVENTURES,1700000.0,Pre-series A,2020,Technology
2020-05-23,Reliance Retail Ventures,2006,Mumbai,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",800000000.0,Series A,2020,E-Commerce
2020-05-23,Ahaguru,2012,Chennai,"Gomathi S, Dr Balaji Sampath",Anand Mahindra,3000000.0,Series A,2020,Education
2020-05-23,Tekion,2016,San Ramon,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures",150000000.0,Series C,2020,Technology
2020-05-24,EM3 Agri,2013,Noida,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund",1000000.0,Series A,2020,Technology
2020-05-24,Newton School,2019,Bangalore,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Seed,2020,Education
2020-05-24,High Street Essentials,2012,Delhi,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",2743000.0,Pre series C,2020,E-Commerce
2020-05-24,Kristal AI,2016,Bangalore,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,2020,Technology
2020-05-24,NWNT (No Worry No Tension Healthcare),2016,Delhi,Sandeep Vohra,Amit Burman,3000000.0,Pre-series A,2020,Healthcare
2020-05-25,LendingKart,2014,Ahmedabad,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020,FinTech
2020-05-25,Codingal,2020,Bangalore,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",560000.0,Seed,2020,Education
2020-05-25,Refrens,2019,Bangalore,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed Round,2020,Technology
2020-05-26,Snackible,2015,Mumbai,Byju Raveendran,"Mumbai Angels, Murali Nair",3000000.0,Bridge,2020,Automotive
2020-05-26,JetSynthesys,2012,Pune,RajanNavani,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,Series A,2020,Other
2020-05-26,Servify,2015,Mumbai,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Series C,2020,Manufacture
2020-05-26,5C Network,2014,Bangalore,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000.0,Pre-series A,2020,Healthcare
2020-05-27,Phenom People,2010,Bangalore,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C,2020,Technology
2020-05-27,Leap Club,2016,Gurugram,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Seed Round,2020,Other
2020-05-28,Arata,2017,Delhi,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Pre-series A,2020,E-Commerce
2020-05-29,BharatPe,2018,Delhi,Ashneer Grover,Coatue Management,100000000.0,Series A,2020,FinTech
2020-05-29,The New Shop,2019,Delhi,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,500000.0,Seed,2020,Consumer Services
2020-05-30,Biddano,2016,Mumbai,Talha Shaikh,Windrose Capital,600000.0,Pre-series A,2020,Automotive
2020-05-30,FreshToHome,2015,Bangalore,Shan Kadavil,Investment Corporation of Dubai (ICD),3000000.0,Series A,2020,E-Commerce
2020-05-30,AnalytIQSports's SuperCric,2019,Bangalore,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",Venture Catalysts,3000000.0,Series A,2020,Media/Entertainment
2020-05-31,TrueFan,2020,Mumbai,"Nimish Goel, Nevaid Aggarwal, Devender Bindal","Mayfield India, Saama Capital, Ronnie Screwvala",4300000.0,Seed Round,2020,Media/Entertainment
2020-05-31,Aye Finance,2014,Gurugram,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",27700000.0,Series E,2020,FinTech
2020-05-31,KopyKitab,2013,Bangalore,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",3000000.0,Series A,2020,Education
2020-06-01,Capital Float,2013,Bangalore,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,2020,FinTech
2020-06-01,Sunday,2017,Bangkok,Cindy Kua,"SCB 10X, LINE Ventures",9000000.0,Pre-Series B,2020,FinTech
2020-06-01,BulBul,2018,Gurugram,"Sachin Bhatia, Atit Jain",Info Edge,8700000.0,Series A,2020,Other
2020-06-01,Neeman,2017,Bangalore,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Pre-series A,2020,E-Commerce
2020-06-01,Signzy,2015,Bangalore,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",5400000.0,Series A,2020,FinTech
2020-06-02,Unocoin,2013,Karnataka,"Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray","Digital Finance Group, FundersClub",3000000.0,Series A,2020,FinTech
2020-06-03,Mamaearth,2016,Bangalore,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A,2020,E-Commerce
2020-06-03,Milk Mantra,2009,Odisha,Srikumar Misra,US International Development Finance Corporation,10000000.0,Series A,2020,Consumables
2020-06-03,Aether Biomedical,2016,Delhi,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,3000000.0,Seed Investment,2020,Technology
2020-06-04,Clair,2019,New York,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",4500000.0,Seed,2020,FinTech
2020-06-04,HighRadius,2016,Hyderabad,Sashi Narahari,ICONIQ Capital,125000000.0,Series B,2020,Technology
2020-06-04,Chai Waale,2018,Chennai,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000.0,Series A,2020,Consumables
2020-06-04,QShala,2014,Bangalore,"Sachin Ravi, Raghav Chakravarthy",Venture Catalysts,300000.0,Series A,2020,Education
2020-06-04,SnackAmor,2016,Mumbai,Deepak Grover,Undisclosed,3000000.0,Seed Round,2020,Consumables
2020-06-05,Stones2milestones,2008,Gurugram,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Bridge,2020,Education
2020-06-05,Klub,2019,Bangalore,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Seed Round,2020,FinTech
2020-06-05,CoreStack,2016,Chennai,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,8500000.0,Series A,2020,Technology
2020-06-06,Trukky,2015,Ahmedabad,"Saswat Sahu, Rishi Raj",Mumbai Angels.,3000000.0,Series A,2020,Logistics
2020-06-06,ThriveFNC,2017,Pune,Mugdha Pradhan,Rajesh Ranavat,3000000.0,Seed Round,2020,Wellness/Beauty
2020-06-06,Quintype,2014,Bangalore,Chirdeep Shetty,IIFL AMC,3500000.0,Series A,2020,Technology
2020-06-07,Gourmet Garden,1999,Queensland,Arjun Balaji,Advent Partners,3000000.0,Series A,2020,Consumer Services
2020-06-07,Snowflake,2012,California,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group",-2147483648.0,Series A,2020,Technology
2020-06-07,Rupeek,2015,Bangalore,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",45000000.0,Series C,2020,FinTech
2020-06-08,Bira91,2015,Delhi,Ankur Jain,Anicut Capital,764000.0,Series A,2020,Consumables
2020-06-08,Reliance Retail,2006,Mumbai,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",10000000.0,Series A,2020,E-Commerce
2020-06-08,Expertrons,2016,Mumbai,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",3000000.0,Seed Round,2020,Technology
2020-06-08,Omnify,2016,San Francisco,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma",3000000.0,Pre-series A,2020,Technology
2020-06-09,Brinton,2014,California,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",1300000.0,Debt,2020,Healthcare
2020-06-09,NirogStreet,2016,Gurugram,Ram N Kumar,"Wavemaker Partners, Subho Ray",2000000.0,Pre-series A,2020,Other
2020-06-09,Able Jobs,2019,Bangalore,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav","SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque.",2000000.0,Series A,2020,Other
2020-06-09,WinZO,2016,Delhi,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Series B,2020,Gaming
2020-06-10,SmartClean,2017,Singapore,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3400000.0,Pre- series A,2020,Technology
2020-06-10,Leap Finance,2016,Bangalore,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Series A,2020,FinTech
2020-06-11,MinionLabs,2016,Bangalore,Gokul Shrinivas,Indian Angel Network,3000000.0,Series A,2020,Other
2020-06-12,Qyuki,2016,Mumbai,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Series A,2020,Media/Entertainment
2020-06-12,RoomSoom,2016,Noida,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,3000000.0,Series A,2020,Other
2020-06-13,Krayonnz,2019,Bangalore,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000.0,Pre-seed,2020,Education
2020-06-13,SuperMoney,2018,Mumbai,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre-series A,2020,FinTech
2020-06-13,Tricog,2015,Bangalore,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B,2020,Healthcare
2020-06-13,SATYA Microcapital,1995,Delhi,Vivek Tiwari,BlueOrchard Finance Limited,9.0,Series A,2020,FinTech
2020-06-13,Infurnia,2014,Bangalore,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",240000.0,Series A,2020,Technology
2020-06-14,BigHaat,2015,Bangalore,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures",2000000.0,Pre-series A,2020,Technology
2020-06-14,goDutch,2016,Mumbai,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0,Seed Round,2020,FinTech
2020-06-15,Simsim,2016,Bangalore,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020,E-Commerce
2020-06-16,Livspace,2014,Bangalore,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Series D,2020,Real Estate
2020-06-16,i3 Systems,2016,Mumbai,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020,Finance
2020-06-16,Rephrase.ai,2018,Bangalore,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020,Technology
2020-06-17,Pratilipi,2014,Bangalore,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,9400000.0,Series C,2020,Media/Entertainment
2020-06-17,InsuranceDekho,2017,Ludhiana,Ankit Agrawal,GirnarSoft,20000000.0,Series A,2020,FinTech
2020-06-18,Tiliter,2017,Sydney,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec",7500000.0,Series A,2020,Consumer Services
2020-06-18,Oda Class,2016,Bangalore,"Li Yong, Shushant Srivastava",Yuanfudao,3000000.0,Pre-series A,2020,Education
2020-06-18,Taimei,2013,Jiaxing,Lu Zhao,"Cowin Venture, ZSVC",176000000.0,Series A,2020,Automotive
2020-06-19,Sascan Meditech pvt ltd,2015,Kerala,Dr Subhash Narayanan,Unicorn India Ventures,3000000.0,Series A,2020,Healthcare
2020-06-19,Cashify,2009,Gurugram,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",10000000.0,Debt,2020,E-Commerce
2020-06-19,Zealthy,2019,Bangalore,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",3000000.0,Seed Round,2020,Healthcare
2020-06-19,Harmonizer India,2019,Bangalore,M R Srinivas,Kapil Dev,3000000.0,Series A,2020,Technology
2020-06-19,Pickrr,2015,Delhi,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,4000000.0,Series A,2020,Logistics
2020-06-21,Innerchef,2016,Gurugram,Rajesh,Mistletoe,1000000.0,Series A,2020,Consumables
2020-06-21,Shuttl,2015,Delhi,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series C,2020,Logistics
2020-06-22,Hire Me Car,2015,Noida,Anmol Singh Jaggi,US based NRI Investors,3000000.0,Seed,2020,Logistics
2020-06-22,Skilancer,2016,Noida,Neeraj Kumar,Venture Catalysts,3000000.0,Series A,2020,Technology
2020-06-22,Josh Talks,2015,Haryana,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre-series A,2020,Media/Entertainment
2020-06-23,Monet Networks,2014,California,Anurag Bist,"SenseAI Ventures, EvoNexus",500000.0,Bridge,2020,Technology
2020-06-23,Rheo,2016,Bangalore,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series A,2020,Media/Entertainment
2020-06-23,Khatabook,2016,Bangalore,Ravish Naresh,B Capital Group,60000000.0,Series B,2020,FinTech
2020-06-24,Clover,2016,Bangalore,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,920000.0,Series A,2020,Technology
2020-06-24,AvalonMeta,2017,Bangalore,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,Series A,2020,Education
2020-06-24,Shipsy,2015,Gurugram,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",6000000.0,Series A,2020,Technology
2020-06-24,NewsBytes,2016,Gurugram,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,1500000.0,Series A,2020,Media/Entertainment
2020-06-24,MoneyTap,2016,Bangalore,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,2020,FinTech
2020-06-25,ElecTorq,2016,Delhi,Anubhav Sharma,AdvantEdge,3000000.0,Series A,2020,Automotive
2020-06-25,Melorra,2015,Bangalore,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings",12500000.0,Series A,2020,Technology
2020-06-25,Toch,2016,Bangalore,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,Series A,2020,Media/Entertainment
2020-06-25,Invento Robotics,2016,Bangalore,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed Round,2020,Technology
2020-06-25,MetaMerphoSys,2016,Pune,"Amit Naik, Kewal Vargante",Good Capital,3000000.0,Pre-series A,2020,Finance
2020-06-26,Riskcovry,2018,Mumbai,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",3000000.0,Pre-series A,2020,FinTech
2020-06-27,Janani,2020,Bangalore,Nilay Mehrotra,9Unicorns,200000.0,Pre-seed,2020,Other
2020-06-27,FreshtoHome,2015,Bangalore,Shan Kadavil,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020,E-Commerce
2020-06-28,Flick Stree,2016,Mumbai,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020,Media/Entertainment
2020-06-28,WizKlub,2018,Bangalore,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,2020,Education
2020-06-29,Consure Medical,2016,Delhi,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",480000.0,Series A,2020,Healthcare
2020-06-29,BharatAgri,2017,Pune,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",3000000.0,Pre-series A,2020,Technology
2020-06-29,BestDoc,2016,Kochi,"Afsal Salu, Fayaz Bin Abdu, Soudabi",Venture Catalysts,2100000.0,Series A,2020,Automotive
2020-06-29,WeInnovate Biosolutions,2016,Pune,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,3000000.0,Seed,2020,Healthcare
2020-06-29,Prescinto,2016,Ahmedabad,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",3000000.0,Seed,2020,Energy
2020-06-29,TREAD,2020,Bangalore,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal",1100000.0,Pre-seed,2020,Wellness/Beauty
2020-06-30,Milkbasket,2015,Gurugram,Anant Goel,Inflection Point Ventures,5500000.0,Series A,2020,Logistics
2020-06-30,iNurture Education,2016,Bangalore,Ashwin Ajila,Kimera Ltd,4000000.0,Series A,2020,Education
2020-06-30,Voicezen,2016,Gurugram,Anurba Nath,Bharti Airtel,3000000.0,Series A,2020,Technology
2020-06-30,Konfinity,2018,Noida,"Navratn Singh, Kamal Pandey",Angel investors,3000000.0,Series A,2020,Education
2020-06-30,GetVantage,2016,Mumbai,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020,FinTech
2020-07-01,Aadhar,2017,Mumbai,Byju Raveendran,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000.0,Seed Round,2020,E-Commerce
2020-07-01,Daily Ninja,2014,Haryana,Sagar Yarnalkar,Big Basket,349800.0,Series A,2020,E-Commerce
2020-07-01,Servify,2016,Mumbai,Sreevathsa Prabhakar,Barkawi,250000.0,Series A,2020,Technology
2020-07-01,Nykaa,2012,Mumbai,Falguni Nayar,"Katrina Kaif, Steadview Capital",3000000.0,Series A,2020,E-Commerce
2020-07-01,Oga Fit,2017,Bangalore,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",3000000.0,Pre-series A,2020,Wellness/Beauty
2020-07-02,Oziva,2016,Bangalore,"Aarti Gill, Mihir Gadani",Matrix Partners,5000000.0,Series A,2020,Agriculture
2020-07-02,Krishitantra,2017,Hyderabad,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",1000000.0,Seed,2020,Technology
2020-07-03,Sapio Analytics,2018,Mumbai,"Ashwin Srivastava, Hardik Somani",Venture Catalysts,150000.0,Series A,2020,Technology
2020-07-03,Reliance,1973,Mumbai,Dhirubhai Ambani,"Facebook, Google, KKR, Silver Lake",-2147483648.0,Series A,2020,Other
2020-07-03,PadCare Labs,2018,Pune,Ajinkya Dhariya,Venture Center,3000000.0,Pre-seed,2020,Healthcare
2020-07-03,Shop101,2015,Bangalore,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,2020,E-Commerce
2020-07-03,Smart Coin,2015,Bangalore,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,7000000.0,Series A,2020,FinTech
2020-07-03,Savvy Co op,2016,Bangalore,Jen Horonjeff,Indie VC,3000000.0,Series A,2020,Automotive
2020-07-04,Guvi Geek Network Pvt Ltd,2014,Chennai,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Pre-series A,2020,Education
