Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-11-17,Miko,2015,Mumbai,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",3000000.0,Pre-series B,2020,Technology
2020-11-17,Cover Genius,2014,Sydney,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital",15000000.0,Series A,2020,FinTech
2020-11-17,Invento,2016,Bangalore,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair",3000000.0,Series A,2020,Technology
2020-11-17,Info Edge Venture,1995,Noida,Sanjeev Bikhchandani,Lightbox,50000000.0,Series A,2020,Finance
2020-11-18,Aerostrovilos,2016,Chennai,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,3000000.0,Series A,2020,Automotive
2020-11-18,Pocket FM,2018,Bangalore,Rohan Nayak,"Times Group, Lightspeed",5000000.0,Series A,2020,Media/Entertainment
2020-11-20,TrulyMadly Matchmakers,2014,Gurugram,Snehil Khanor,"AngelList, Inflection Point Ventures, The Chennai Angels",110000.0,Pre-series A,2020,Lifestyle
2020-11-20,SmartVizX,2015,Bangalore,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre-series A,2020,Technology
2020-11-20,Ninjacart,2015,Bangalore,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",30000000.0,Series A,2020,Consumables
2020-11-20,Ola Electric,2016,Bangalore,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,Series A,2020,Logistics
2020-11-20,Samosa Singh,2016,Bangalore,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020,Consumables
2020-11-20,Gigforce,2016,Bangalore,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,804000.0,Series A,2020,Technology
2020-11-20,Anveshan,2019,Bangalore,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,100000.0,Pre-seed,2020,Consumables
2020-11-20,Cell Propulsion,2017,Bangalore,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",3000000.0,Pre-series A,2020,Automotive
2020-11-20,Inntot,2014,Kerala,Rajith Nair,Unicorn India Ventures,3000000.0,Series A,2020,Technology
2020-11-21,Vedantu,2016,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,24000000.0,Series C,2020,Education
2020-11-21,MPowered,2016,Gurugram,Sudeep Singh,"Ashok Nichani, Shelly Nichani",21000000.0,Pre-series A,2020,Technology
2020-11-22,CoinDCX,2017,Mumbai,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",10000000.0,Series B,2020,FinTech
2020-11-22,Krimanshi,2015,Jodhpur,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",600000.0,Seed,2020,Healthcare
2020-11-22,Moms Co,2016,Gurugram,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",8000000.0,Series B,2020,Automotive
2020-11-22,Big Bang Boom Solutions,2018,Chennai,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,1000000.0,Series A,2020,Other
2020-11-24,Onsitego,2016,Bangalore,Mahipal,Zodius Growth Fund,19000000.0,Series B,2020,Other
2020-11-24,LogiNext,2016,Bangalore,"Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B,2020,Logistics
2020-11-24,OM Bhakti,2016,Bangalore,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,3000000.0,Seed Round,2020,Consumables
2020-11-25,Euler Motors,2016,Delhi,Saurav Kumar,Inventus III India Fund,2530000.0,Series A,2020,Automotive
2020-11-26,Fedo,2017,Bangalore,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,1000000.0,Series A,2020,Technology
2020-11-27,Big Basket,2016,Bangalore,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,3500000.0,Series A,2020,Other
2020-11-27,BiteSpeed,2019,Gurugram,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,275000.0,Seed,2020,E-Commerce
2020-11-28,Zolostays,2015,Bangalore,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,2020,Real Estate
2020-11-28,TurboHire,2018,Hyderabad,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020,Technology
2020-11-28,Swiggy,2014,Bangalore,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020,Consumables
2020-11-29,True Balance,2014,Gurugram,"Charlie, Jay, Martin",Balancehero,-2147483648.0,Series C,2020,Finance
2020-11-29,Codeninja,2016,Bangalore,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",3000000.0,Seed Round,2020,Technology
2020-11-30,AppsFlyer,2011,Bangalore,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020,Technology
2020-11-30,Burgerama,2018,Gurugram,Kabir Bose,"Madison, Anicut",3000000.0,Pre-series A,2020,Consumables
2020-11-30,Classplus,2018,Noida,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",10000000.0,Series A,2020,Education
2020-11-30,UzhavarBumi,2017,Tamil Nadu,"Vetrivel Palani, Paneerselvam",Angel Network,3000000.0,Series A,2020,Consumables
2020-11-30,F5,2018,Delhi,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,3000000.0,Seed Round,2020,E-Commerce
2020-12-01,ShareChat,2015,Bangalore,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000.0,Pre-series C,2020,Other
2020-12-01,ProEves,2016,Delhi,"Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,2020,Automotive
2020-12-02,Biryani By Kilo,2016,Delhi,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0,Series B,2020,Consumables
2020-12-02,Mihup,2016,Kolkata,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman","Ideaspring Capital, Accel",1500000.0,Series A,2020,Technology
2020-12-02,Tring,2019,Mumbai,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh",3000000.0,Series A,2020,Media/Entertainment
2020-12-02,Qin1,2016,Noida,"Ishan Gupta, Aarti Gupta",Venture Catalysts,3000000.0,Series A,2020,Education
2020-12-02,Epigamia,2015,Mumbai,Rohan Mirchandani,KA Enterprise,2558000.0,Series C,2020,Consumables
2020-12-02,Uniplatform Tech,2015,Delhi,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",3000000.0,Series A,2020,Technology
2020-12-03,Airmeet,2016,Bangalore,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Series A,2020,Media/Entertainment
2020-12-03,SmartKarrot,2019,Bangalore,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,Series A,2020,Technology
2020-12-03,Ultraviolette Automotive,2014,Bangalore,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,4000000.0,Series B,2020,Automotive
2020-12-03,AlphaVector,2015,Bangalore,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Series A,2020,Other
2020-12-04,ZunRoof,2016,Gurugram,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,2020,Other
2020-12-04,Infilect,2015,Bangalore,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000.0,Pre-series A,2020,Technology
2020-12-04,Fingpay,2016,Mumbai,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,3500000.0,Series A,2020,FinTech
2020-12-04,Quicko,2016,Ahmedabad,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,Series A,2020,Finance
2020-12-05,CityCash,2017,Mumbai,Vineet Toshniwala,Orios Venture Partners,1000000.0,Seed Round,2020,FinTech
2020-12-05,Hasura,2017,San Francisco,"Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert",25000000.0,Series B,2020,Technology
2020-12-05,Winuall,2019,Bangalore,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2000000.0,Series A,2020,Education
2020-12-05,Bijak,2016,Gurugram,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,12000000.0,Series A,2020,Technology
2020-12-06,Snack Amor,2017,Mumbai,Deepak Grover,Dr Srinivas Chunduru,3000000.0,Series A,2020,Consumables
2020-12-06,MYSUN,2015,Delhi,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,4257000.0,Pre-series A,2020,Technology
2020-12-06,Extra Edge,2016,Pune,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-series A,2020,Education
2020-12-07,Firescore,2016,Mumbai,"Karan Khairajani, Surojit Roy",Crazy Labs,500000.0,Series A,2020,Gaming
2020-12-08,Pitstop,2015,Bangalore,Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence",1020000.0,Series A,2020,Automotive
2020-12-08,Finova Capital,2016,Rajastan,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",55000000.0,Series A,2020,FinTech
2020-12-08,Zomato,2008,Haryana,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",62000000.0,Series A,2020,Consumables
2020-12-08,OckyPocky,2015,Gurugram,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020,Education
2020-12-09,TagZ Foods,2019,Bangalore,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi",3000000.0,Series A,2020,Consumables
2020-12-09,Nutrova,2013,Mumbai,Akshay Pai,DSG Consumer Partners,3000000.0,Pre-series A,2020,Agriculture
2020-12-09,Illumnus,2016,Bangalore,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,100000.0,Seed Round,2020,Education
2020-12-10,Design X,2016,Noida,Preet Arjun Singh,ThinkNext LLC,200000.0,Seed Round,2020,Technology
2020-12-10,True Balance,2014,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",28000000.0,Series A,2020,FinTech
2020-12-10,Ergos,2016,Bangalore,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Series A,2020,Technology
2020-12-12,Hippo Video,2016,New York,Karthi Mariappan,"Surge, Kae Capital",4000000.0,Series A,2020,Media/Entertainment
2020-12-12,Byju’s,2011,Bangalore,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000.0,Series A,2020,Education
2020-12-12,MoEngage,2016,Bangalore,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020,Marketing
2020-12-12,LivFin,2017,Delhi,Rakesh Malhotra,"DEG, KFW DEG",4700000.0,Series A,2020,FinTech
2020-12-14,Wellthy Therapeutics,2016,Bangalore,Abhishek Shah,Saama Capital,4000000.0,Pre-series A,2020,Healthcare
2020-12-14,Ken42,2019,Bangalore,Ganesh Raju,Turbostart,1470000.0,Series A,2020,Education
2020-12-15,Rebel Foods,2016,Bangalore,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Series A,2020,Consumables
2020-12-15,Gamerji,2019,Bangalore,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Series A,2020,Gaming
2020-12-15,Gaana,2010,Gurugram,Pawan Agarwal,"Tencent Holdings, Times Internet",51000000.0,Series A,2020,Media/Entertainment
2020-12-15,Fourth Partner Energy,2010,Bangalore,Saif Dhorajiwala,ResponsAbility Investments AG,15000000.0,Series A,2020,Energy
2020-12-15,Pepper,2017,Mumbai,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed funding,2020,Technology
2020-12-15,ChitMonks,2016,Hyderabad,Pavan Adipuram,Unicorn India Ventures,650000.0,Pre-series A,2020,FinTech
2020-12-16,RailYatri,2011,Noida,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Series A,2020,Logistics
2020-12-16,DatStop,2016,Delhi,Dhruvin Shah,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",3000000.0,Series A,2020,Hospitality
2020-12-16,Shilpa Sciences,2014,Bangalore,Ashwin Lal,AngelList India,3000000.0,Pre-series A,2020,Healthcare
2020-12-17,Xtracap,2016,Gurugram,Mohammed Riaz,Angel Investors,1000000.0,Series A,2020,FinTech
2020-12-17,Dukaan,2020,Mumbai,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners.",6000000.0,Seed,2020,Technology
2020-12-17,Gram Cover,2016,Noida,Jatin Singh,"EMVC, Flourish, Omidyar Network India",3000000.0,Pre-series A,2020,FinTech
2020-12-17,3one4 Capital,2016,Bangalore,"Pranav Pai, Siddarth Pai",Venture Catalysts,100000000.0,Series A,2020,Finance
2020-12-17,Rusk Media,2019,Delhi,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",3000000.0,Seed Round,2020,Media/Entertainment
2020-12-18,Procol,2018,Delhi,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge,3823000.0,Series A,2020,Technology
2020-12-18,Groww,2016,Bangalore,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",30000000.0,Series C,2020,FinTech
2020-12-18,Ketto,2012,Mumbai,"Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",7700000.0,Series A,2020,Finance
2020-12-19,MobiGarage,2017,Delhi,"Vaibhav Kapoor, Pulkit Kapoor",Venture Catalysts,3000000.0,Pre-series A,2020,E-Commerce
2020-12-19,Zoomcar,2013,Bangalore,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020,Logistics
2020-12-20,CollegeKhabri,2019,Bhopal,Arshi Khan,Vishal Dixit,3000000.0,Series A,2020,Education
2020-12-20,Lido Learning,2016,Mumbai,Sahil Sheth,Bace Capital,7500000.0,Series B,2020,Education
2020-12-21,ClanConnect,2016,Delhi,"Kunal Kishore Sinha, Sagar Pushp",Venture Catalysts,600000.0,Seed,2020,Marketing
2020-12-21,Livve,2015,Cochin,Maya Lakshman,Venture Catalysts,1500000.0,Seed,2020,Logistics
2020-12-21,Yummy Corp,2017,Jawa Barat,Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",12000000.0,Series B,2020,Consumables
2020-12-21,Park+,2016,Bangalore,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Series A,2020,Technology
2020-12-21,Tesco Charge Zone,2016,Gujarat,Kartikey Hariyani,Mumbai Angels Network,3000000.0,Series A,2020,Energy
2020-12-22,Skylo,2017,Bangalore,Trivedi,SoftBank Group,103000000.0,Series B,2020,Technology
2020-12-22,CrowdPouch,2016,Bangalore,Vittal Ramakrishna,Elina Investments,3000000.0,Angel Round,2020,Technology
2020-12-23,Swiggy,2014,Bangalore,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,2020,Consumables
2020-12-23,Univ.ai,2019,Bangalore,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",Kiran Mazumdar Shaw.,3000000.0,Series A,2020,Education
2020-12-23,Supplynote,2015,Noida,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",500000.0,Seed,2020,Technology
2020-12-24,Reliance Retail Ventures Ltd,2006,Mumbai,Mukesh Ambani,"Silver Lake, Mubadala Investment Company",-2147483648.0,Series A,2020,Consumer Services
2020-12-24,Fanspole,2015,Thane,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital",3000000.0,Pre-Seed,2020,Media/Entertainment
2020-12-24,PumPumPum,2018,Gurugram,"Tarun Lawadia, Sameer Kalra",Venture Catalysts,360000.0,Debt,2020,Automotive
2020-12-25,CarTrade,2009,Mumbai,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020,Automotive
2020-12-26,CUSMAT,2016,Warangal,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan","Venture Catalysts,  Raveen Sastry",3000000.0,Series A,2020,Technology
2020-12-26,Pesto,2017,Delhi,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini",3000000.0,Series A,2020,Education
2020-12-26,Credgenics,2018,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech
2020-12-26,Recko,2017,Bangalore,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A,2020,Technology
2020-12-26,Phononic Vibes,2018,Milano,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",Venture Catalysts,2300000.0,Series A,2020,Technology
2020-12-26,Farmers Fresh Zone,2015,Kochi,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",470000.0,Series A,2020,Technology
2020-12-27,MyKaam,2016,Bangalore,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",3000000.0,Series A,2020,Technology
2020-12-28,RACEnergy,2018,Hyderabad,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)",3000000.0,Series A,2020,Automotive
2020-12-28,WakeFit,2016,Bangalore,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,20000000.0,Series B,2020,Consumer Services
2020-12-29,1MG,2015,Gurugram,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Series A,2020,Healthcare
2020-12-29,Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020,E-Commerce
2020-12-29,GroCurv,2019,Gurugram,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,3000000.0,Seed Round,2020,E-Commerce
2020-12-29,MaxWholesale,2016,Delhi,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,2020,E-Commerce
2020-12-30,SaScan,2016,Bangalore,Subhash Narayanan,Unicorn India ventures,3000000.0,Series A,2020,Automotive
2020-12-30,Pulse,2015,Mumbai,"Amit Dhakad, Hiral Jain",Venture Catalysts,750000.0,Pre-series A,2020,FinTech
2020-12-31,Magicpin,2015,Gurugram,"Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation,7000000.0,Series D,2020,E-Commerce
2020-12-31,GUVI,2014,Chennai,Arun Prakash,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020,Education
2020-12-31,FreshtoHome,2015,Bangalore,Shan Kadavil,"Ascent Capital, Iron Pillar",16000000.0,Series A,2020,E-Commerce
